Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Label
2.6615130096154163,5.971806790628285,8.450821483549158,9.54976914061451,-18.693080228562813,-12.538009241577228,18.708346952285908,2
2.4511428037237186,4.923650175269728,8.975377192475749,9.021893850127547,18.02053448834716,11.484531451971602,-20.334404860516816,1
2.9129623146994965,6.97389514097078,10.094939679281625,12.105108821941766,-23.54277096725211,-15.818025850216367,23.256653677719388,0
2.6655699885927664,6.952728355715727,8.689985252385435,9.665521094646525,-18.843291556768662,13.20682914374996,-20.89278007975015,4
2.6246312746987326,5.290362704860969,9.886009625173735,10.20300315289659,20.260535226137183,12.980246875298615,20.864966714024984,1
2.6742832454850936,6.720898788628782,8.187504958134534,10.741085451546557,21.0062795769059,-14.116059027857533,-20.21088171047958,4
2.766055880394632,5.847233136862964,8.512471697490005,8.81079183503463,17.47926979310741,11.734778309137873,-18.22649033019289,9
2.7432745408118366,6.416946875425244,8.551422144709322,9.247754537335343,18.14872589640365,12.463151843849962,19.245997254712368,5
2.886820479626165,6.526362836136897,9.021396952450282,9.92771851115916,19.430925392350584,13.225760721861876,-19.85626464053487,9
2.647686323792639,6.491593803429155,10.049787979255747,11.238641457501691,-22.076359537231518,-14.492236082575392,21.997502964583312,0
2.7734092378630577,7.6984292373053895,9.16686861723498,9.949869620803623,-19.819613134272185,14.046576785241795,-19.56736665840284,6
2.803978170172741,6.325243469666377,8.817557118268352,9.750640435177774,19.037321007866495,12.966948927022989,19.998445029763676,9
2.7341954181379653,6.783024713385606,10.672025651778586,9.868907140762474,20.918553194399518,13.309330787214458,-20.145461453632464,0
2.6950268983947754,5.450551682848005,9.954826276463,10.904946478452207,-21.65544514267118,-13.909533368343899,21.39114848852438,1
2.5311588847795163,5.868371385091419,8.696862448487265,9.755217340067171,-18.99310098300375,12.703171560325355,19.618784759773437,5
2.7406990761290873,6.473854930134122,8.966061464616876,10.62768087382786,-20.534937733410597,-14.672928555874794,-20.624332587999586,9
2.62017687885276,6.057936732668659,8.033296377997592,8.946456587249797,-17.436390628119966,-11.998788444512217,-19.224685228880794,7
2.8029483126950763,6.093532060568717,9.797716406569075,11.848816890181212,-22.910024404826427,15.106061020052845,22.760439713217462,3
2.7001435538245215,6.758930018502369,8.368351735707712,10.897368975996587,20.531511364858183,-15.7765512261973,-21.64529758707957,4
2.890403283817357,6.2480771133851585,9.052053889049564,9.44395570172604,18.698982805333298,12.589100530657815,-19.44059940319245,9
2.7535839032794445,6.0541553982474365,8.924372088539384,9.503634344691696,18.92176849087671,12.821981070963162,-18.825188227823904,6
2.7652831693799707,6.6605272556326325,9.1130259905298,9.422710015817497,19.07306397964214,12.867015675183303,-18.7315109161258,6
2.577026394974027,5.570683987229054,9.136011510411866,9.291156619597862,18.510712281212868,12.346553346731069,19.28805156684385,5
2.563900373248572,5.8656500586790195,8.537162940318352,10.408709686368796,-19.881647473385303,-13.531720067413737,22.465823340839744,4
2.9794908936544253,7.197934317940169,11.468843967697609,10.91398768929659,22.12881169609747,14.541981432886937,22.60069582608945,0
2.4682134951110375,5.626859277314161,7.576565153231144,8.36718491592019,-16.5144252293029,-11.493510846551718,-16.467278739868334,7
2.7908394188978356,7.053012062907377,8.970462019871137,10.766122522128299,21.345712255689634,-14.297717393999008,-20.64278041352768,4
2.814506358821641,6.391176135026627,10.043783698284612,10.893596668401782,21.432048107524487,14.698843379428418,-21.642804474732273,0
2.5823358622946384,5.203396790670274,9.535401340427928,9.855718188736882,19.56743585681158,12.572183554792314,20.12349146410467,1
2.7526229359737346,5.998200756240327,8.78162576309264,9.353662136143114,18.72223760352648,-13.394359216638081,-18.483808289958354,3
